,text,target
2434,ok im making myself edit videos im still going to twitter but i must edit why is that process so annoying to me sigh,0
2435,hey thanks for following me please dont forget to visit my blog thanks,4
2436,who knew a teeth cleaning could be so painful recuperating from what was supposed to be nothing,0
2437,queria jogar the sims,0
2438,its a sad time i cant belive my mum and dad had sex i mean that just disgusting i can t belive they d do such a thing o,0
2439,weak ass graduation practice tomorrow,0
2440,brothers got to car radio in time to hear vile kyle go across s f line first ugh sounded like brad tried so very hard,0
2441,the sunshine outside is torture when i am trapped inside covered in grease and tomato sauce kitchen no fun on sunny days,0
2442,is working on his legal studies assessment at tobie s house,4
2443,,4
2444,work can t wait to see you tonight,4
2445,thanks not having much luck so far mozilla s hello world does not seem to be working must be a silly mistake,0
2446,g night don t take the quantum physics book to bed it ll keep you up,4
2447,i have to work,0
2448,sydney taylor hate me,0
2449,retweet and my parents are not being very supportive and positive about it,0
2450,was absent ff a special thanks to tweets who kindly included me,0
2451,i think i am an amible person lol i dont know y ppl think im mean,0
2452,glad we were able to help you out,4
2453,see that s why i got on the how well i know you quiz,4
2454,moore morning julie can i come and play never been in a hot tub before,0
2455,june st and we have a new house the girls are graduating the meeting was painless but still awful and am thinking i need a new job,0
2456,thefragile yeah tell me bout it pebbles,0
2457,yeah them all did,4
2458,haha me too im very very tired pm,4
2459,it s a negativity spiral downwards once you re in it need remind myself why otalia endgame but it s hard with this sprack,0
2460,ace enders and cod can t wait for rojer to get out of work i miss him,0
2461,that sucks hope ure not getting sick,0
2462,all good,4
2463,hi,4
2464,hey thanks fortye follow friday thingie much appreciated,4
2465,exploring the world of twitter going to town in a bit don t want to,0
2466,hey lily when are you coming to ireland,4
2467,i called you too just you don t pick up i think i deserve a shoutout,0
2468,i want you to be here love youuu,4
2469,man if my husband don t slow down take care of himself i ll soon be a widow,0
2470,will check it out follow her happy weekiversary to us get ideas in how we can celebrate xoxo ddlg,4
2471,ive been out,4
2472,don t worry we re from the internets it s going to be alright,4
2473,good brcm will lose some business we never sold anything to apple and we re drilled into loathing broadcom,4
2474,right im off to carly s to sort flat bit of shopping then php cms time,4
2475,fridgefreezerwars stocks going fast but trumped by fridge,0
2476,feel terrible on swimwear who to do,0
2477,my poor girl rhianna i just wish she would wise up a bit about men she s still so young,0
2478,loves when lulu wakes me up at am on a sunday doing a lil cleaning going to the pool then tanning and gym with dayna,4
2479,hb it doesn t matter if people follow you if they re spammers it only affects you if you follow them,4
2480,chanteuse lol yeah it probably would but i don t have ginger ale thnx anyways,0
2481,night of relaxing at nicks and ian s pizza mmmmm,4
2482,just woke up long night,4
2483,wish i could make it to the event mostly because i miss charlottesville dearly houston is no comparison,0
2484,lazy friday cuddled on the couch watching le tele perfection,4
2485,back on the road heading to delaware for the night today s david cook hangover day especially since last night was our last one,0
2486,morning world the sun seems to have gone away maybe to majorca or some other popular tourist spot hope it comes back soon,0
2487,i ll play l d with you as soon as i get home and where have you been gah,4
2488,is at work,0
2489,for some reason my cursor keys dont work in lotus notes any more pressing left and right moves the page and the home keys do nothing,0
2490,omg how i miss home all these fine men why can t indianapolis have it like this,0
2491,i think im depressed not the full extent but yea i can see the symptoms,0
2492,now its raining in phl and more delays in the flight schedule bummed that i will be missing jay leno s last tonight s show today,0
2493,at work and loving it today is going to be awesome i can tell,4
2494,am having such a blue monday at work today,0
2495,heeeeyyyyy,4
2496,hooray the suns out here boo i have to go to work,0
2497,jade so your of us too i always thot u went to bed early chick so annoying not bein able to sleep,0
2498,had the most wonderful most heart warming conversation with a true genius in all realms i m so blessed to know him,4
2499,milk plenty of milk that s excellent news,4
2500,but but they deserved it lol,0
2501,f y i if u dont have allergies u want some come to va u will def catch some cuz i never had em b fuuuck,0
2502,getting the new cd,4
2503,that was for new moon trailer by the way lol n there it was again,4
2504,thank you and happy mothers day to your mother also snl tonight,4
2505,i have pe first lesson today matbe someone else could swap with me p,0
2506,i think speaking more chinese helps me to read more japanese,4
2507,i love gramps he cant resist buying from the bakery every time he passes,4
2508,i m going to finish full house season today,0
2509,shopping for pop s art supplies at dickblick com with help of norman,4
2510,missing church ill tell you why later,0
2511,im sitting in the most glorious sunshine ive got my high factor sun lotion on i got badly burnt last weekend,0
2512,would make senseee hahaha well are you going to say it,4
2513,gross it s hot and there s cotton everywhere hello allergies,0
2514,if you like laugh have a good time follow me its just that simple,4
2515,omg i am so going to go to the village on wednesday whether my parents like it or not,4
2516,your horny kitty is following me,4
2517,thanks,4
2518,slept in until after a day trip to france,4
2519,its a long way to go for a date ur right see you in the next life maybe,4
2520,on the beach southbeach that is sippin on sum n ice cold refreshing,4
2521,im doing nothing,0
2522,awwww are u ive got a friend to look after mine im really worried they are goin to be lonely tho,0
2523,there is that i used to be a big home taper i m just kind of thinking the solution to illegal downloads is probably here,4
2524,listening to bigmouth strikes again,4
2525,well it s true andy samberg is so cute though he s a couple of mcdoubles away from being a thick snack,4
2526,funky limited slip collar for the spoiled sighthound,4
2527,nothing i dont have enough money anyway,0
2528,grate working tomozo wooo not pizza all day,0
2529,finished the twilight saga,0
2530,vegaasss here we come cnt wait,4
2531,car accidents are no fun my effen neck and head hurt i need a massage,0
2532,laundry cleaning my sis mom stopped by on their way to barona wish i could go,0
2533,naw whats wrong with the world so sad,0
2534,its am just got back from club goin sleep goodnight my friends xoxo baci,4
2535,love it when i have a day off,4
2536,wow ronald reagan can sure talk alot switching channel real quick wow madonna sure knows how to calm things down she still sexy,4
